OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,geoname,Population,Households,Housing_Units,Vacancy_Rate,Pct_OwnerOccupiedUnits,White,African_American,AmerIn_AlaskaNative,Asian,NatHawaiian_PacIslander,Some_other_race,Two_or_more_races,Hispanic,OwnerOccupiedUnits,GroupQuartersPop,Age0_17,Age18_34,Age35_64,Age65andOver,OnePersonHouseholds,TwoPersonHouseholds,ThreePersonHouseholds,FourPersonHouseholds,FivePersonHouseholds,SixPersonHouseholds,SevenOrMorePersonHouseholds,SqMi,PopSqMi,Pop_2010,Pop_Change,MedianAge,SHAPESTArea,SHAPESTLength
2776,37,119,003017,2,371190030172,Block Group 2,"Block Group 2, Census Tract 30.17, Mecklenburg County, North Carolina",2774,1048,1073,0.02329916,0.95867769,2500,80,0,124,0,0,70,19,1048,11,636,284,1287,567,238,414,136,165,75,20,0,1.00668565,2755.57717546,2349,40,45,28064673.0051578,23603.6324834576
2777,37,119,001912,4,371190019124,Block Group 4,"Block Group 4, Census Tract 19.12, Mecklenburg County, North Carolina",3139,1002,1085,0.0764977,0.16529774,266,2251,51,38,0,402,131,561,1002,0,912,878,1218,131,339,253,175,113,31,0,91,0.28217313,11124.37601695,1991,861,31.5,7866503.93408887,12727.9766962959
2778,37,119,006211,1,371190062111,Block Group 1,"Block Group 1, Census Tract 62.11, Mecklenburg County, North Carolina",3663,1260,1325,0.0490566,0.74436674,2880,465,1,39,0,60,218,254,1260,8,1138,570,1691,264,184,417,277,262,106,14,0,1.32310769,2768.48213315,3100,520,38.1,36885977.8850115,26149.7957155248
2779,37,119,005706,2,371190057062,Block Group 2,"Block Group 2, Census Tract 57.06, Mecklenburg County, North Carolina",1610,600,600,0,0.62311558,1066,149,0,95,0,226,74,251,600,0,429,205,698,278,188,147,120,130,0,0,15,2.20427214,730.39983167,1478,310,43.6,61451334.7023066,37634.1598937004
2780,37,119,001608,1,371190016081,Block Group 1,"Block Group 1, Census Tract 16.08, Mecklenburg County, North Carolina",2722,888,1012,0.12252964,0.23529412,641,1051,0,210,0,765,55,1125,888,8,914,695,966,147,333,188,72,176,75,13,31,0.4207675,6469.13081452,2503,176,29.6,11730277.6230256,16211.8555050495
2781,37,119,005308,1,371190053081,Block Group 1,"Block Group 1, Census Tract 53.08, Mecklenburg County, North Carolina",2071,754,805,0.06335404,0.0528,663,691,0,0,6,707,4,1162,754,0,781,544,650,96,326,153,103,83,47,13,29,0.1975455,10483.66072626,1819,-166,28.3,5507230.40037617,14197.0886069224
2782,37,119,001507,3,371190015073,Block Group 3,"Block Group 3, Census Tract 15.07, Mecklenburg County, North Carolina",1400,507,591,0.14213198,0.14778325,248,995,40,0,0,103,14,308,507,0,392,453,454,101,158,184,38,91,19,17,0,0.32532772,4303.352939,1405,-477,26,9069580.1649748,13510.847104346
2783,37,119,006010,1,371190060101,Block Group 1,"Block Group 1, Census Tract 60.10, Mecklenburg County, North Carolina",1809,766,823,0.06925881,0.89934354,1190,565,0,0,0,0,54,0,766,0,394,371,678,366,219,328,107,69,43,0,0,1.16118457,1557.89186899,1694,696,41.7,32371838.4637732,25716.2278291592
2784,37,119,002100,1,371190021001,Block Group 1,"Block Group 1, Census Tract 21, Mecklenburg County, North Carolina",915,420,461,0.08893709,0.37037037,276,407,0,0,0,104,128,128,420,0,261,222,394,38,160,117,117,26,0,0,0,0.1552573,5893.44269158,640,223,33.4,4328307.67279102,8252.39481716869
2785,37,119,005100,1,371190051001,Block Group 1,"Block Group 1, Census Tract 51, Mecklenburg County, North Carolina",1043,379,442,0.14253394,0.43731778,92,778,5,59,0,71,38,71,379,160,262,303,419,59,171,91,39,38,40,0,0,1.73298764,601.85080143,1351,-234,33.8,48312729.3825988,31489.9702569614
2786,37,119,005825,1,371190058251,Block Group 1,"Block Group 1, Census Tract 58.25, Mecklenburg County, North Carolina",3518,1617,1705,0.0516129,0.26234766,1789,1330,0,324,0,0,75,360,1617,0,696,796,1077,949,871,303,179,144,83,37,0,1.01823551,3454.99637898,2460,661,38,28386663.3949145,34802.7433724094
2787,37,119,003013,2,371190030132,Block Group 2,"Block Group 2, Census Tract 30.13, Mecklenburg County, North Carolina",2354,970,970,0,0.90142276,2086,0,0,268,0,0,0,0,970,0,506,399,1034,415,252,316,208,168,26,0,0,1.07681576,2186.07498835,2405,-101,45.2,30019780.4847982,30047.5053738917
2788,37,119,003806,2,371190038062,Block Group 2,"Block Group 2, Census Tract 38.06, Mecklenburg County, North Carolina",1621,461,575,0.19826087,0.48545861,669,570,237,0,0,145,0,732,461,0,408,268,715,230,49,153,137,78,29,0,15,1.31153417,1235.9571234,1587,123,39.6,36563328.078976,30252.4087405062
2789,37,119,003600,3,371190036003,Block Group 3,"Block Group 3, Census Tract 36, Mecklenburg County, North Carolina",878,350,364,0.03846154,0.35164835,93,785,0,0,0,0,0,49,350,0,204,291,281,102,127,104,101,10,0,0,8,0.2373938,3698.49591691,935,54,31.9,6618132.88695215,13364.8399081586
2790,37,119,005200,2,371190052002,Block Group 2,"Block Group 2, Census Tract 52, Mecklenburg County, North Carolina",619,258,277,0.06859206,0.30487805,40,538,0,0,0,0,41,32,258,0,139,231,186,63,152,43,10,32,10,0,11,0.20010402,3093.39112727,583,109,31.1,5578557.56155332,9799.60819100887
2791,37,119,003203,1,371190032031,Block Group 1,"Block Group 1, Census Tract 32.03, Mecklenburg County, North Carolina",1719,993,1046,0.05066922,0.17316017,1275,269,0,83,0,48,44,181,993,0,119,951,532,117,500,420,16,46,0,11,0,0.25443667,6756.10162639,1692,-87,31.4,7093258.76214414,10755.5930621617
2792,37,119,004200,3,371190042003,Block Group 3,"Block Group 3, Census Tract 42, Mecklenburg County, North Carolina",438,193,245,0.2122449,0.46551724,15,370,0,20,0,16,17,16,193,0,50,104,205,79,97,72,16,0,0,0,8,0.22267942,1966.95321014,595,-53,43.1,6207921.07741387,10161.2003545341
2793,37,119,003805,1,371190038051,Block Group 1,"Block Group 1, Census Tract 38.05, Mecklenburg County, North Carolina",3196,1267,1394,0.09110473,0.11623616,1347,493,3,1133,0,161,59,543,1267,0,472,1987,660,77,428,437,276,65,0,20,41,3.19260158,1001.06446731,1824,628,27.5,89004267.9222967,39596.9065987308
2794,37,119,001912,2,371190019122,Block Group 2,"Block Group 2, Census Tract 19.12, Mecklenburg County, North Carolina",1239,360,396,0.09090909,0.34666667,53,604,0,49,0,533,0,533,360,0,488,415,314,22,70,84,61,82,63,0,0,0.35274881,3512.41440049,805,-40,24.4,9834032.98417305,17281.6040778232
2795,37,119,004100,2,371190041002,Block Group 2,"Block Group 2, Census Tract 41, Mecklenburg County, North Carolina",1813,963,1170,0.17692308,0.39885714,1168,496,0,66,0,30,53,70,963,0,85,955,671,102,392,481,90,0,0,0,0,0.44034492,4117.22701377,1211,547,32.7,12276062.7791113,15281.0549219647
2796,37,119,001914,2,371190019142,Block Group 2,"Block Group 2, Census Tract 19.14, Mecklenburg County, North Carolina",1564,594,616,0.03571429,0.81161695,1110,131,0,211,0,104,8,125,594,0,237,372,650,305,137,265,83,70,0,27,12,0.61994408,2522.80818618,1468,200,42.7,17282979.8254889,19813.7659883318
2797,37,119,003600,2,371190036002,Block Group 2,"Block Group 2, Census Tract 36, Mecklenburg County, North Carolina",839,541,697,0.22381636,0.28625235,539,252,0,23,0,8,17,26,541,0,19,445,289,86,370,130,41,0,0,0,0,0.44151221,1900.28719704,879,164,32.4,12308604.8555682,21121.6396618817
2798,37,119,005620,3,371190056203,Block Group 3,"Block Group 3, Census Tract 56.20, Mecklenburg County, North Carolina",2382,807,807,0,0.83600917,1060,1011,251,0,0,0,60,585,807,14,674,341,1277,90,73,271,321,123,19,0,0,0.93653992,2543.40466341,2414,186,39.3,26109130.1200795,23424.6126189396
2799,37,119,005711,1,371190057111,Block Group 1,"Block Group 1, Census Tract 57.11, Mecklenburg County, North Carolina",494,167,220,0.24090909,0.93055556,379,19,0,10,0,0,86,0,167,0,60,86,204,144,30,61,49,9,18,0,0,0.75010852,658.57137578,625,-97,51.5,20911741.7949676,19691.9704580537
2800,37,119,003400,4,371190034004,Block Group 4,"Block Group 4, Census Tract 34, Mecklenburg County, North Carolina",1261,688,825,0.16606061,0.63599182,1117,15,0,12,0,95,22,191,688,0,176,441,552,92,356,249,21,24,38,0,0,0.2739279,4603.40111394,867,-13,35.2,7636640.93958809,15535.1256871346
2801,37,119,005906,2,371190059062,Block Group 2,"Block Group 2, Census Tract 59.06, Mecklenburg County, North Carolina",822,235,235,0,0.55144033,310,0,0,70,0,416,26,498,235,0,322,123,331,46,24,56,15,114,17,9,0,2.57452032,319.28277808,698,38,33.3,71773220.1719225,40314.6777844815
2802,37,119,005846,1,371190058461,Block Group 1,"Block Group 1, Census Tract 58.46, Mecklenburg County, North Carolina",1666,564,572,0.01398601,0.98269896,1410,160,0,87,0,0,9,55,564,0,505,103,927,131,50,218,110,138,36,12,0,0.72577048,2295.49154438,1694,151,47.2,20233238.7428186,24039.8148836222
2803,37,119,003007,4,371190030074,Block Group 4,"Block Group 4, Census Tract 30.07, Mecklenburg County, North Carolina",949,447,598,0.25250836,0.6661442,847,75,0,0,0,0,27,74,447,0,252,63,545,89,197,148,38,16,48,0,0,0.55937324,1696.54165079,1410,184,46.6,15594368.4914361,19798.64862138
2804,37,119,002905,2,371190029052,Block Group 2,"Block Group 2, Census Tract 29.05, Mecklenburg County, North Carolina",1438,637,715,0.10909091,0.57024793,1412,9,0,17,0,0,0,60,637,0,415,164,515,344,274,160,63,79,41,20,0,0.59456902,2418.55857206,1181,77,38.6,16575566.66461,21385.8448049472
2805,37,119,005404,2,371190054042,Block Group 2,"Block Group 2, Census Tract 54.04, Mecklenburg County, North Carolina",1965,813,866,0.06120092,0.65520945,504,1125,0,138,0,178,20,270,813,0,304,529,917,215,305,253,168,61,0,19,7,0.87628145,2242.43021463,2220,-94,43.7,24429227.096601,19896.2579110444
2806,37,119,005308,2,371190053082,Block Group 2,"Block Group 2, Census Tract 53.08, Mecklenburg County, North Carolina",646,305,378,0.19312169,0,55,244,0,0,0,337,10,389,305,0,188,211,223,24,146,83,49,27,0,0,0,0.10396723,6213.49631033,564,384,30.3,2898428.31946973,8243.56231045985
2807,37,119,005512,1,371190055121,Block Group 1,"Block Group 1, Census Tract 55.12, Mecklenburg County, North Carolina",784,333,393,0.15267176,0.57843137,137,639,0,0,0,8,0,23,333,0,163,127,364,130,131,117,28,32,25,0,0,0.47883699,1637.3004099,800,-177,39.9,13349155.8724229,17525.6364016983
2808,37,119,005815,1,371190058151,Block Group 1,"Block Group 1, Census Tract 58.15, Mecklenburg County, North Carolina",3067,1203,1269,0.05200946,0.75879397,2488,59,0,368,0,68,84,175,1203,0,717,413,1414,523,375,454,113,114,76,36,35,1.64434024,1865.18575985,2516,375,42.5,45841391.6575326,31477.3316830701
2809,37,119,003007,5,371190030075,Block Group 5,"Block Group 5, Census Tract 30.07, Mecklenburg County, North Carolina",819,243,243,0,1,792,0,0,0,0,0,27,0,243,0,262,54,428,75,0,84,71,73,0,0,15,0.71741574,1141.59747875,734,118,40.5,20000322.9033744,23295.9012003821
2810,37,119,005914,3,371190059143,Block Group 3,"Block Group 3, Census Tract 59.14, Mecklenburg County, North Carolina",2401,1064,1196,0.11036789,0.44013781,1437,706,0,140,0,43,75,539,1064,0,400,466,1280,255,382,411,83,188,0,0,0,1.98335008,1210.57801354,2667,-255,44.2,55292405.7545336,35495.1433935394
2811,37,119,005828,2,371190058282,Block Group 2,"Block Group 2, Census Tract 58.28, Mecklenburg County, North Carolina",461,138,138,0,1,406,0,0,15,0,0,40,0,138,0,171,26,264,0,0,42,12,84,0,0,0,0.16255407,2835.97943749,453,-75,40.6,4531729.15626328,9936.86161955233
2812,37,119,005812,1,371190058121,Block Group 1,"Block Group 1, Census Tract 58.12, Mecklenburg County, North Carolina",2762,1069,1159,0.07765315,0.70686071,2295,190,0,175,0,36,66,169,1069,0,663,637,1115,347,311,382,99,207,41,12,17,0.8997616,3069.70201885,2099,388,39.5,25083813.3828531,22166.2679555236
2813,37,119,005816,1,371190058161,Block Group 1,"Block Group 1, Census Tract 58.16, Mecklenburg County, North Carolina",3553,1260,1279,0.01485536,0.86752827,2766,383,0,244,0,61,99,278,1260,0,904,475,1676,498,198,457,269,241,55,33,7,1.63800469,2169.10245843,3019,719,43.7,45664767.3454939,29553.6522642138
2814,37,119,005524,1,371190055241,Block Group 1,"Block Group 1, Census Tract 55.24, Mecklenburg County, North Carolina",679,288,372,0.22580645,0.09601874,68,0,0,483,0,116,12,0,288,0,104,504,71,0,44,146,86,12,0,0,0,0.62526467,1085.94013476,725,470,28.6,17431308.9677893,16147.180196382
2815,37,119,005918,1,371190059181,Block Group 1,"Block Group 1, Census Tract 59.18, Mecklenburg County, North Carolina",4067,1391,1437,0.03201113,0.70103093,2337,1190,49,298,0,41,152,793,1391,0,1063,952,1776,276,177,565,293,234,122,0,0,1.98654886,2047.26905131,3435,329,35.3,55381582.1438283,34426.1079244576
2816,37,119,006108,2,371190061082,Block Group 2,"Block Group 2, Census Tract 61.08, Mecklenburg County, North Carolina",2052,740,752,0.01595745,0.62871928,466,1266,0,37,0,164,119,164,740,0,645,305,943,159,191,245,105,163,21,0,15,1.53442625,1337.30767445,1961,532,36.6,42777177.7832098,38032.4192315909
2817,37,119,002702,1,371190027021,Block Group 1,"Block Group 1, Census Tract 27.02, Mecklenburg County, North Carolina",2693,842,884,0.04751131,0.81829122,2503,138,0,14,0,10,28,67,842,579,479,999,819,396,246,300,169,67,24,36,0,0.62333466,4320.31166051,2586,-75,27.1,17377503.4723309,18116.2113867391
2818,37,119,005833,2,371190058332,Block Group 2,"Block Group 2, Census Tract 58.33, Mecklenburg County, North Carolina",2862,972,972,0,0.97734628,2474,122,0,82,0,161,23,81,972,0,694,468,1301,399,115,363,216,179,86,13,0,1.03946043,2753.35156337,2478,192,43.6,28978377.7731621,27625.4937043438
2819,37,119,002004,3,371190020043,Block Group 3,"Block Group 3, Census Tract 20.04, Mecklenburg County, North Carolina",2689,1077,1228,0.12296417,0.18224852,655,1785,0,10,0,22,217,131,1077,0,779,846,907,157,442,266,178,45,146,0,0,0.46605786,5769.66988605,2548,-711,31.4,12992895.5162023,16559.2726159913
2820,37,119,001505,1,371190015051,Block Group 1,"Block Group 1, Census Tract 15.05, Mecklenburg County, North Carolina",3581,1264,1311,0.0358505,0.76272578,1350,984,1,111,0,1069,66,1452,1264,15,991,792,1504,294,259,523,244,156,47,30,5,2.02815286,1765.64600757,3678,113,35.2,56541430.4648799,30277.9145046707
2821,37,119,003903,2,371190039032,Block Group 2,"Block Group 2, Census Tract 39.03, Mecklenburg County, North Carolina",1286,474,566,0.16254417,0.09776536,156,908,0,121,0,3,98,142,474,24,534,354,343,55,133,145,98,88,0,0,10,1.02279457,1257.33948705,1206,-264,23.8,28513762.118174,30383.9033216204
2822,37,119,003008,2,371190030082,Block Group 2,"Block Group 2, Census Tract 30.08, Mecklenburg County, North Carolina",1650,905,995,0.09045226,0.13706794,913,564,0,149,0,24,0,93,905,0,428,449,667,106,520,196,107,80,2,0,0,0.31212012,5286.42626435,1825,-248,34,8701374.68698731,12503.3508410146
2823,37,119,005512,3,371190055123,Block Group 3,"Block Group 3, Census Tract 55.12, Mecklenburg County, North Carolina",2560,1036,1160,0.10689655,0.66076174,642,1560,66,124,0,90,78,370,1036,0,562,606,1169,223,393,338,117,109,49,24,6,0.6804867,3762.01327667,2530,597,36.7,18970804.5759953,21298.4392217299
2824,37,119,005508,2,371190055082,Block Group 2,"Block Group 2, Census Tract 55.08, Mecklenburg County, North Carolina",2195,808,808,0,0.65853659,1228,779,0,44,0,20,124,82,808,0,492,618,913,172,160,285,195,154,14,0,0,0.6413106,3422.67849619,1871,-9,34.8,17878641.9920752,25482.8594615091
2825,37,119,002702,3,371190027023,Block Group 3,"Block Group 3, Census Tract 27.02, Mecklenburg County, North Carolina",969,398,412,0.03398058,0.82045455,946,0,0,0,0,0,23,37,398,0,253,44,457,215,124,165,16,54,18,21,0,0.27292251,3550.45833339,988,42,42.3,7608612.39766445,15507.1243989054
2826,37,119,005838,3,371190058383,Block Group 3,"Block Group 3, Census Tract 58.38, Mecklenburg County, North Carolina",4572,1669,1826,0.08598028,0.60412068,2634,756,20,888,0,0,274,691,1669,0,1256,971,2026,319,407,355,421,335,151,0,0,1.88392843,2426.84378408,2843,1333,35.8,52520700.3793557,38617.8619339259
2827,37,119,005907,2,371190059072,Block Group 2,"Block Group 2, Census Tract 59.07, Mecklenburg County, North Carolina",1897,707,757,0.0660502,0.93610224,613,993,0,66,0,152,73,259,707,0,652,172,863,210,197,174,128,189,7,0,12,0.91674036,2069.28818973,1612,44,36.6,25557152.1185273,24102.701014127
2828,37,119,000400,1,371190004001,Block Group 1,"Block Group 1, Census Tract 4, Mecklenburg County, North Carolina",1868,1173,1262,0.07052298,0.18130841,1613,135,0,60,0,9,51,63,1173,0,43,1522,291,12,765,322,71,15,0,0,0,0.39647848,4711.4789181,666,927,26.5,11053141.4922496,15701.8709308613
2829,37,119,000600,2,371190006002,Block Group 2,"Block Group 2, Census Tract 6, Mecklenburg County, North Carolina",2204,1125,1417,0.20606916,0.04735883,892,1031,0,160,0,58,63,48,1125,92,446,1241,401,116,640,247,184,48,0,0,6,0.27332879,8063.54866606,3260,-1271,26.8,7619938.92111894,17053.7411858862
2830,37,119,003902,1,371190039021,Block Group 1,"Block Group 1, Census Tract 39.02, Mecklenburg County, North Carolina",1112,488,505,0.03366337,0.30232558,231,640,0,106,0,37,98,180,488,0,151,334,552,75,186,166,119,17,0,0,0,0.33928351,3277.49497758,1121,215,38.5,9458643.44974395,17510.9348623993
2831,37,119,005717,3,371190057173,Block Group 3,"Block Group 3, Census Tract 57.17, Mecklenburg County, North Carolina",3185,1197,1231,0.02761982,0.86535009,1643,578,56,407,0,398,103,552,1197,0,640,828,1269,448,346,391,110,295,44,11,0,1.57412637,2023.34454254,2626,523,37.7,43883948.9122721,31178.2984429859
2832,37,119,004302,1,371190043021,Block Group 1,"Block Group 1, Census Tract 43.02, Mecklenburg County, North Carolina",922,392,458,0.1441048,0.15286624,249,592,0,0,0,41,40,31,392,0,267,191,388,76,177,117,11,74,13,0,0,0.24068797,3830.68584608,1001,-172,35.1,6709968.59987988,11823.5914722267
2833,37,119,004800,3,371190048003,Block Group 3,"Block Group 3, Census Tract 48, Mecklenburg County, North Carolina",825,505,577,0.12478336,0.44779582,41,758,0,0,0,17,9,23,505,0,146,84,436,159,298,149,51,7,0,0,0,0.60816758,1356.53400005,1153,-219,44.5,16954671.2282311,20407.5428301659
2834,37,119,005847,2,371190058472,Block Group 2,"Block Group 2, Census Tract 58.47, Mecklenburg County, North Carolina",2241,816,881,0.0737798,0.67420814,1741,59,0,219,0,112,110,23,816,0,621,284,1037,299,128,323,147,161,28,18,11,0.93492034,2396.99566275,2146,329,39.2,26063979.0037873,20807.7755810546
2835,37,119,000500,3,371190005003,Block Group 3,"Block Group 3, Census Tract 5, Mecklenburg County, North Carolina",2407,805,998,0.19338677,0.54770756,1529,638,2,19,0,14,205,77,805,811,185,1634,533,55,358,272,107,68,0,0,0,0.35176959,6842.54713433,1909,695,26.8,9806734.03936758,12869.5786271692
2836,37,119,006203,2,371190062032,Block Group 2,"Block Group 2, Census Tract 62.03, Mecklenburg County, North Carolina",1989,962,1065,0.09671362,0.64772727,1629,302,0,0,0,34,24,65,962,0,357,347,1035,250,248,540,125,28,21,0,0,1.59403512,1247.7767742,2173,-27,41.4,44438970.9192168,40289.11260726
2837,37,119,001802,1,371190018021,Block Group 1,"Block Group 1, Census Tract 18.02, Mecklenburg County, North Carolina",1335,755,781,0.03329065,0.425,858,204,0,147,0,111,15,111,755,0,217,445,488,185,440,228,13,38,26,10,0,0.41661239,3204.41742023,1397,-32,35.1,11614440.2960412,19083.6578151062
2838,37,119,006303,2,371190063032,Block Group 2,"Block Group 2, Census Tract 63.03, Mecklenburg County, North Carolina",4226,1555,1611,0.03476102,0.79958391,3794,328,0,36,0,22,46,69,1555,0,1152,532,1876,666,258,659,240,232,145,21,0,1.33456164,3166.58284888,3172,771,40.1,37205294.305476,24270.1316308566
2839,37,119,005841,3,371190058413,Block Group 3,"Block Group 3, Census Tract 58.41, Mecklenburg County, North Carolina",2767,1305,1394,0.06384505,0.79664363,1753,302,0,484,0,131,97,145,1305,0,422,509,1367,469,418,572,164,138,13,0,0,0.74080084,3735.14695259,2702,-299,45.7,20652259.4551443,18925.849337079
2840,37,119,003806,1,371190038061,Block Group 1,"Block Group 1, Census Tract 38.06, Mecklenburg County, North Carolina",3923,1490,1579,0.05636479,0.46501129,1814,1815,0,146,0,100,48,998,1490,0,746,993,1801,383,483,560,161,130,118,11,27,0.80606887,4866.82980326,2864,810,37.1,22471820.4136291,23275.2173365536
2841,37,119,001918,3,371190019183,Block Group 3,"Block Group 3, Census Tract 19.18, Mecklenburg County, North Carolina",1419,521,617,0.15559157,0.1129326,193,949,0,0,0,277,0,341,521,96,234,523,552,110,183,206,87,20,8,17,0,0.22062808,6431.63825747,1248,40,33,6150733.16479355,9816.55750800265
2842,37,119,005811,2,371190058112,Block Group 2,"Block Group 2, Census Tract 58.11, Mecklenburg County, North Carolina",1777,787,816,0.03553922,0.85245902,1485,174,0,101,0,10,7,228,787,0,285,356,717,419,343,202,103,81,47,11,0,0.60150584,2954.25228124,1612,108,48.4,16768953.270949,20103.3444018626
2843,37,119,005823,2,371190058232,Block Group 2,"Block Group 2, Census Tract 58.23, Mecklenburg County, North Carolina",2020,565,604,0.06456954,0.91385768,1391,237,0,253,0,139,0,358,565,0,711,209,901,199,55,142,103,138,68,33,26,1.13575659,1778.55010289,1586,364,40.5,31662949.8204494,25015.0496059759
2844,37,119,006103,1,371190061031,Block Group 1,"Block Group 1, Census Tract 61.03, Mecklenburg County, North Carolina",2167,805,919,0.12404788,0.74375,1410,640,0,95,0,10,12,72,805,0,546,325,1009,287,154,341,126,139,36,9,0,2.29106325,945.84905065,2147,-51,44.1,63870922.1006535,35504.9914261728
2845,37,119,005307,1,371190053071,Block Group 1,"Block Group 1, Census Tract 53.07, Mecklenburg County, North Carolina",2667,1173,1254,0.0645933,0.10278578,421,1474,0,28,0,630,114,952,1173,5,723,730,1106,108,546,294,237,45,6,45,0,0.23227117,11482.2687637,1807,614,30.6,6475322.70578418,13593.764543376
2846,37,119,003012,1,371190030121,Block Group 1,"Block Group 1, Census Tract 30.12, Mecklenburg County, North Carolina",1421,633,739,0.14343708,0.61245675,1405,6,0,0,0,10,0,65,633,54,367,135,410,509,265,183,66,92,13,14,0,1.14519617,1240.83544569,1338,-14,50.7,31926109.1027328,27426.5887313016
2847,37,119,004000,3,371190040003,Block Group 3,"Block Group 3, Census Tract 40, Mecklenburg County, North Carolina",1307,503,503,0,0.40992167,241,779,44,53,0,121,69,121,503,0,382,220,544,161,183,163,92,34,0,16,15,0.43706291,2990.41618517,1033,-111,38.7,12184565.9454213,16104.0846292498
2848,37,119,005615,1,371190056151,Block Group 1,"Block Group 1, Census Tract 56.15, Mecklenburg County, North Carolina",2200,658,698,0.05730659,0.86055777,588,1419,0,82,0,111,0,172,658,0,583,601,828,188,135,161,100,196,37,29,0,1.15822813,1899.45308961,1248,393,32.8,32289417.9013617,27819.2964196286
2849,37,119,006214,1,371190062141,Block Group 1,"Block Group 1, Census Tract 62.14, Mecklenburg County, North Carolina",1726,545,594,0.08249158,0.72142857,1468,103,0,82,0,10,63,99,545,0,427,493,655,151,60,226,80,64,91,24,0,1.09584364,1575.04222044,1271,333,31.7,30550245.0450844,32459.1670380399
2850,37,119,005916,1,371190059161,Block Group 1,"Block Group 1, Census Tract 59.16, Mecklenburg County, North Carolina",1450,552,609,0.09359606,0,537,557,0,206,0,39,111,322,552,0,332,386,610,122,208,164,64,49,52,11,4,0.92330868,1570.4390432,1236,120,35.1,25740265.8342072,22102.0885477643
2851,37,119,005842,3,371190058423,Block Group 3,"Block Group 3, Census Tract 58.42, Mecklenburg County, North Carolina",3414,1223,1279,0.04378421,0.81525735,2465,296,0,364,0,167,122,104,1223,0,883,383,1653,495,187,350,422,222,23,19,0,0.74567357,4578.41089902,2961,149,42.8,20788102.9440709,20208.0280937207
2852,37,119,003802,3,371190038023,Block Group 3,"Block Group 3, Census Tract 38.02, Mecklenburg County, North Carolina",112,55,55,0,0.55434783,62,50,0,0,0,0,0,0,55,34,0,6,75,31,37,18,0,0,0,0,0,1.3160006,85.10634418,539,-252,62.3,36687844.2543996,36151.7326653563
2853,37,119,005709,2,371190057092,Block Group 2,"Block Group 2, Census Tract 57.09, Mecklenburg County, North Carolina",2303,791,816,0.03063725,0.69839308,1719,506,0,25,0,0,53,171,791,7,580,492,862,369,221,224,124,115,72,27,8,0.78768993,2923.73929422,1982,349,39.3,21959447.2187439,22937.771429934
2854,37,119,006304,2,371190063042,Block Group 2,"Block Group 2, Census Tract 63.04, Mecklenburg County, North Carolina",4062,1223,1223,0,0.94661355,3717,148,0,22,0,0,175,23,1223,0,1304,611,1818,329,123,272,310,399,89,22,8,1.85162385,2193.75009671,3581,453,37.6,51620103.7278252,31012.432456115
2855,37,119,001300,1,371190013001,Block Group 1,"Block Group 1, Census Tract 13, Mecklenburg County, North Carolina",2608,957,1104,0.13315217,0.4700565,1124,1062,0,85,0,260,77,490,957,85,363,895,906,444,287,352,165,98,34,21,0,0.68469363,3809.00286746,2339,-170,36.3,19088086.4791625,20238.2147849812
2856,37,119,003105,1,371190031051,Block Group 1,"Block Group 1, Census Tract 31.05, Mecklenburg County, North Carolina",1452,643,752,0.14494681,0.90154712,1400,0,0,0,0,22,30,13,643,0,233,302,715,202,124,370,56,93,0,0,0,0.58495875,2482.22631083,1423,169,42.4,16307648.7311174,17748.139429399
2857,37,119,006103,2,371190061032,Block Group 2,"Block Group 2, Census Tract 61.03, Mecklenburg County, North Carolina",1460,649,683,0.04978038,0.53982301,781,444,0,56,0,70,109,82,649,0,261,254,765,180,238,226,102,66,17,0,0,2.41521264,604.50163924,1671,-18,40.5,67331994.6188213,44228.9774824676
2858,37,119,002904,2,371190029042,Block Group 2,"Block Group 2, Census Tract 29.04, Mecklenburg County, North Carolina",1044,398,448,0.11160714,0.25470085,719,185,0,119,0,0,21,0,398,0,258,366,320,100,25,249,63,34,15,12,0,0.46452314,2247.46607887,1928,-277,33.1,12950110.171708,15649.2620858102
2859,37,119,002100,2,371190021002,Block Group 2,"Block Group 2, Census Tract 21, Mecklenburg County, North Carolina",1871,894,966,0.07453416,0.28163265,1406,399,0,9,0,0,57,153,894,182,322,481,695,373,465,268,37,116,0,8,0,0.4579669,4085.44809679,1906,-2,38.9,12767333.363032,14731.2485715685
2860,37,119,005833,1,371190058331,Block Group 1,"Block Group 1, Census Tract 58.33, Mecklenburg County, North Carolina",1094,377,377,0,0.97094431,983,28,0,41,0,8,34,33,377,0,272,148,552,122,39,144,71,109,14,0,0,0.44237836,2472.99619267,1046,165,43.6,12332751.6078348,17069.2312281178
2861,37,119,005841,2,371190058412,Block Group 2,"Block Group 2, Census Tract 58.41, Mecklenburg County, North Carolina",618,382,440,0.13181818,0.13429752,484,34,0,100,0,0,0,57,382,0,66,205,310,37,198,157,0,27,0,0,0,0.12822622,4819.60709752,956,315,39.1,3574727.45448633,11485.6262987188
2862,37,119,006008,2,371190060082,Block Group 2,"Block Group 2, Census Tract 60.08, Mecklenburg County, North Carolina",2541,852,852,0,0.63678696,855,1302,10,274,0,0,100,71,852,0,678,572,1116,175,169,329,69,214,39,4,28,0.86442403,2939.52957324,2040,413,35.6,24098662.6038299,22789.7329123988
