OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,geoname,Population,Households,Housing_Units,Vacancy_Rate,Pct_OwnerOccupiedUnits,White,African_American,AmerIn_AlaskaNative,Asian,NatHawaiian_PacIslander,Some_other_race,Two_or_more_races,Hispanic,OwnerOccupiedUnits,GroupQuartersPop,Age0_17,Age18_34,Age35_64,Age65andOver,OnePersonHouseholds,TwoPersonHouseholds,ThreePersonHouseholds,FourPersonHouseholds,FivePersonHouseholds,SixPersonHouseholds,SevenOrMorePersonHouseholds,SqMi,PopSqMi,Pop_2010,Pop_Change,MedianAge,SHAPESTArea,SHAPESTLength
3171,37,119,006007,3,371190060073,Block Group 3,"Block Group 3, Census Tract 60.07, Mecklenburg County, North Carolina",2624,1042,1117,0.06714414,0.82894737,1552,795,0,0,0,277,0,277,1042,0,689,321,1301,313,303,335,146,233,16,9,0,1.28865647,2036.22925201,1837,620,43.4,35925536.821109,29452.1526534847
3172,37,119,004200,1,371190042001,Block Group 1,"Block Group 1, Census Tract 42, Mecklenburg County, North Carolina",611,269,290,0.07241379,0.10746269,33,578,0,0,0,0,0,0,269,0,160,136,251,64,137,63,39,0,30,0,0,0.26109228,2340.16877098,603,173,35.7,7278805.97431953,14404.6918920601
3173,37,119,005514,2,371190055142,Block Group 2,"Block Group 2, Census Tract 55.14, Mecklenburg County, North Carolina",1910,956,956,0,0.43285239,668,1132,0,76,0,0,34,0,956,6,324,422,1011,153,392,430,26,93,0,15,0,0.61931834,3084.03590955,2047,-165,41.5,17265535.4147773,28853.4691935513
3174,37,119,005843,2,371190058432,Block Group 2,"Block Group 2, Census Tract 58.43, Mecklenburg County, North Carolina",1916,793,830,0.04457831,0.68135095,1309,328,0,205,0,30,44,341,793,0,626,197,879,214,224,272,114,170,13,0,0,0.39532005,4846.70585264,1332,277,39.6,11020846.3679252,15220.6800847412
3175,37,119,001920,3,371190019203,Block Group 3,"Block Group 3, Census Tract 19.20, Mecklenburg County, North Carolina",1082,358,358,0,0.3374613,461,353,0,116,0,52,100,272,358,5,423,276,356,27,80,117,64,40,9,48,0,0.1805499,5992.80309765,794,49,25.4,5033422.29192637,10882.2861171375
3176,37,119,005716,1,371190057161,Block Group 1,"Block Group 1, Census Tract 57.16, Mecklenburg County, North Carolina",1996,794,816,0.02696078,0.74148061,1402,406,0,28,0,149,11,271,794,0,460,442,948,146,115,395,165,119,0,0,0,0.42224298,4727.13602012,1806,530,37.5,11771411.5541578,14512.4257686706
3177,37,119,003500,1,371190035001,Block Group 1,"Block Group 1, Census Tract 35, Mecklenburg County, North Carolina",1328,713,857,0.168028,0.42795389,1203,37,0,61,0,0,27,15,713,33,93,623,447,165,340,313,17,28,2,13,0,0.3445119,3854.72896582,1116,157,32.8,9604402.18136309,15373.047962532
3178,37,119,005524,5,371190055245,Block Group 5,"Block Group 5, Census Tract 55.24, Mecklenburg County, North Carolina",1309,729,911,0.19978046,0.19699812,249,984,0,31,0,10,35,10,729,0,59,684,500,66,495,141,49,44,0,0,0,2.03691028,642.63998903,725,279,30.9,56785572.3568238,35133.1458481978
3179,37,119,005706,4,371190057064,Block Group 4,"Block Group 4, Census Tract 57.06, Mecklenburg County, North Carolina",2003,759,817,0.07099143,0.79970972,1341,490,0,106,0,66,0,77,759,0,415,279,852,457,190,336,138,29,0,15,51,2.35529172,850.42544114,1703,129,48.2,65661502.1052775,35512.1741308995
3180,37,119,001510,2,371190015102,Block Group 2,"Block Group 2, Census Tract 15.10, Mecklenburg County, North Carolina",940,419,419,0,0.47550432,100,612,0,186,0,26,16,26,419,0,199,90,430,221,133,206,7,47,26,0,0,0.20830976,4512.5105996,921,-159,54.5,5807319.62018965,9669.93688751295
3181,37,119,001915,3,371190019153,Block Group 3,"Block Group 3, Census Tract 19.15, Mecklenburg County, North Carolina",1072,407,460,0.11521739,0.02708333,242,410,0,0,0,420,0,510,407,0,215,422,388,47,97,134,101,67,8,0,0,0.14091349,7607.5044341,1321,-108,30.6,3928426.90417129,8496.96244300157
3182,37,119,001603,1,371190016031,Block Group 1,"Block Group 1, Census Tract 16.03, Mecklenburg County, North Carolina",2524,1108,1272,0.12893082,0.25110132,1616,703,14,0,0,172,19,959,1108,0,370,850,869,435,484,287,226,70,0,9,32,0.48461871,5208.21822996,2787,-226,35.5,13510340.2338539,20493.2109543883
3183,37,119,001606,1,371190016061,Block Group 1,"Block Group 1, Census Tract 16.06, Mecklenburg County, North Carolina",2820,893,968,0.07747934,0.37239869,874,758,0,427,0,720,41,1098,893,5,529,809,1192,290,177,318,137,166,73,8,14,0.50456764,5588.9434368,3019,-516,38.1,14066482.1983943,18037.7033276295
3184,37,119,006010,3,371190060103,Block Group 3,"Block Group 3, Census Tract 60.10, Mecklenburg County, North Carolina",1990,645,723,0.10788382,0.37391304,420,982,0,94,0,494,0,822,645,0,567,661,749,13,254,99,61,141,37,53,0,1.14762171,1734.02087348,1839,4,31.8,31993729.0181168,34092.1172191236
3185,37,119,005828,1,371190058281,Block Group 1,"Block Group 1, Census Tract 58.28, Mecklenburg County, North Carolina",2359,895,933,0.04072883,0.91356674,2106,192,0,29,0,18,14,79,895,0,619,253,1071,416,194,379,162,110,14,19,17,0.75791047,3112.50483187,2184,295,45.8,21129246.7368898,29150.9692147571
3186,37,119,001702,1,371190017021,Block Group 1,"Block Group 1, Census Tract 17.02, Mecklenburg County, North Carolina",1197,529,585,0.0957265,0.4509018,639,372,0,21,0,125,40,233,529,0,285,187,658,67,208,188,68,13,40,12,0,0.68049524,1759.0130388,1529,-354,39.9,18971042.6681994,19063.6997745897
3187,37,119,005522,1,371190055221,Block Group 1,"Block Group 1, Census Tract 55.22, Mecklenburg County, North Carolina",1605,613,613,0,0.6380597,380,1057,0,141,0,0,27,27,613,0,186,553,866,0,108,310,68,57,70,0,0,0.26353997,6090.15778517,1126,32,38.5,7347043.25912813,13657.1720914363
3188,37,119,005000,2,371190050002,Block Group 2,"Block Group 2, Census Tract 50, Mecklenburg County, North Carolina",979,457,473,0.03382664,0.43173432,270,640,5,18,0,25,21,30,457,0,218,397,247,117,183,165,83,6,15,5,0,0.21953426,4459.44063583,13,587,33.3,6120239.51358926,12074.7468775899
3189,37,119,001701,1,371190017011,Block Group 1,"Block Group 1, Census Tract 17.01, Mecklenburg County, North Carolina",1384,672,810,0.17037037,0.33377483,838,435,62,12,0,6,31,70,672,14,217,581,449,137,256,327,36,48,5,0,0,0.42945023,3222.72501752,1452,197,31.2,11972337.3460689,16281.3618492202
3190,37,119,005509,2,371190055092,Block Group 2,"Block Group 2, Census Tract 55.09, Mecklenburg County, North Carolina",1353,583,627,0.07017544,0.61211129,237,1086,0,0,0,0,30,49,583,0,208,423,675,47,182,266,100,0,25,10,0,0.50848829,2660.82823658,1632,-147,39.1,14175783.2723725,16825.0260241215
3191,37,119,005612,1,371190056121,Block Group 1,"Block Group 1, Census Tract 56.12, Mecklenburg County, North Carolina",2995,1146,1351,0.15173945,0.65023256,1060,1490,0,218,0,30,197,416,1146,0,566,1013,1266,150,293,451,216,74,81,31,0,0.76436516,3918.28429229,2541,207,32.9,21309192.5453916,23255.2000456178
3192,37,119,004100,4,371190041004,Block Group 4,"Block Group 4, Census Tract 41, Mecklenburg County, North Carolina",889,321,414,0.22463768,0.28289474,76,740,0,0,0,0,73,0,321,0,172,316,307,94,123,80,43,48,23,4,0,0.27015071,3290.75574149,859,-117,31.2,7531339.31465586,12671.9752825861
3193,37,119,005711,3,371190057113,Block Group 3,"Block Group 3, Census Tract 57.11, Mecklenburg County, North Carolina",3479,1222,1272,0.03930818,0.87828947,3012,314,29,17,0,0,107,29,1222,15,690,510,1400,879,199,500,279,138,46,60,0,1.76161777,1974.88925194,2975,578,46.8,49110888.4059105,32645.9044976778
3194,37,119,005913,2,371190059132,Block Group 2,"Block Group 2, Census Tract 59.13, Mecklenburg County, North Carolina",3052,1143,1166,0.01972556,0.92019704,1662,943,0,294,0,107,46,634,1143,104,578,577,1385,512,364,322,303,32,114,0,8,1.12723539,2707.50903234,2989,260,41,31425393.378482,24557.0949885322
3195,37,119,002600,1,371190026001,Block Group 1,"Block Group 1, Census Tract 26, Mecklenburg County, North Carolina",1067,577,722,0.20083102,0.34989648,579,376,12,49,0,6,45,48,577,0,102,374,509,82,256,248,37,30,4,2,0,0.27198594,3922.99690197,818,112,37.5,7582502.49048926,11583.3772299775
3196,37,119,003016,3,371190030163,Block Group 3,"Block Group 3, Census Tract 30.16, Mecklenburg County, North Carolina",1663,579,632,0.08386076,0.51097804,804,64,0,641,0,35,119,119,579,0,590,323,686,64,101,95,208,141,34,0,0,0.21321187,7799.7533627,1297,-7,33.1,5943981.93100781,11886.386660527
3197,37,119,006215,2,371190062152,Block Group 2,"Block Group 2, Census Tract 62.15, Mecklenburg County, North Carolina",2579,923,941,0.01912859,0.81628163,1975,374,19,0,0,95,116,394,923,0,695,413,1218,253,197,308,207,102,93,12,4,4.50450385,572.53808319,2349,149,39.4,125577857.91426,50591.7720434943
3198,37,119,001606,2,371190016062,Block Group 2,"Block Group 2, Census Tract 16.06, Mecklenburg County, North Carolina",1749,683,738,0.07452575,0.36480687,791,307,0,141,0,504,6,755,683,0,475,528,533,213,242,173,189,0,73,4,2,0.2532842,6905.28663059,1276,636,30.8,7061130.10810176,11282.3398507905
3199,37,119,005835,1,371190058351,Block Group 1,"Block Group 1, Census Tract 58.35, Mecklenburg County, North Carolina",2930,1034,1081,0.04347826,0.93673277,2588,19,64,83,0,50,126,203,1034,0,745,514,1298,373,193,354,233,180,39,18,17,2.0713483,1414.53757439,2632,436,43.4,57745645.5517328,31856.5628074086
3200,37,119,002200,4,371190022004,Block Group 4,"Block Group 4, Census Tract 22, Mecklenburg County, North Carolina",1703,633,728,0.13049451,0.50954479,1604,85,0,0,0,0,14,20,633,9,379,588,491,245,202,200,89,84,14,44,0,0.55710893,3056.85281333,1662,198,29.8,15531243.4406139,21126.8735868872
3201,37,119,005619,2,371190056192,Block Group 2,"Block Group 2, Census Tract 56.19, Mecklenburg County, North Carolina",2094,688,688,0,0.81515152,779,1068,0,168,0,60,19,138,688,0,753,370,897,74,145,150,141,204,40,0,8,1.11030911,1885.96128874,1660,439,33.3,30953517.5644951,27360.37659962
3202,37,119,003806,4,371190038064,Block Group 4,"Block Group 4, Census Tract 38.06, Mecklenburg County, North Carolina",1636,715,827,0.13542926,0.54967742,692,780,0,0,0,137,27,537,715,6,203,578,633,222,234,276,147,31,14,13,0,0.72243603,2264.5603653,2072,-233,38.5,20140280.1497836,18842.7924292804
3203,37,119,005837,3,371190058373,Block Group 3,"Block Group 3, Census Tract 58.37, Mecklenburg County, North Carolina",1581,463,463,0,0.94132653,1234,263,0,0,0,84,0,122,463,0,605,95,703,178,49,126,92,105,41,50,0,0.2445722,6464.34876899,959,165,38.8,6818254.42422051,14276.5427528
3204,37,119,002002,3,371190020023,Block Group 3,"Block Group 3, Census Tract 20.02, Mecklenburg County, North Carolina",1192,462,508,0.09055118,0.83772819,849,261,0,0,0,82,0,250,462,0,342,128,502,220,153,128,53,118,10,0,0,0.47660726,2501.01100013,1209,24,44.2,13286994.8082334,15803.4933071946
3205,37,119,003102,1,371190031021,Block Group 1,"Block Group 1, Census Tract 31.02, Mecklenburg County, North Carolina",1960,1077,1115,0.03408072,0.59305994,1438,185,59,183,0,69,26,136,1077,53,176,737,514,533,653,251,126,28,19,0,0,0.95036749,2062.36010872,1761,143,40.1,26494619.1087092,24770.6300053619
3206,37,119,006209,2,371190062092,Block Group 2,"Block Group 2, Census Tract 62.09, Mecklenburg County, North Carolina",2091,1102,1151,0.04257168,0.09333333,1924,62,0,62,0,0,43,245,1102,0,370,613,994,114,549,348,125,34,0,46,0,0.23599681,8860.2892556,1500,353,37.4,6579187.25150742,12768.600471374
3207,37,119,001200,2,371190012002,Block Group 2,"Block Group 2, Census Tract 12, Mecklenburg County, North Carolina",1101,434,712,0.39044944,0.59638554,510,367,0,192,0,32,0,32,434,133,37,219,538,307,201,86,120,27,0,0,0,0.30592371,3598.93647995,1554,-266,56.7,8528629.43027481,13231.2840887562
3208,37,119,001508,3,371190015083,Block Group 3,"Block Group 3, Census Tract 15.08, Mecklenburg County, North Carolina",932,334,424,0.21226415,0,339,449,0,0,0,112,32,424,334,0,278,409,245,0,52,128,70,84,0,0,0,0.20425316,4562.96490101,1002,-4,26.6,5694228.63306641,12337.8221164691
3209,37,119,005401,1,371190054011,Block Group 1,"Block Group 1, Census Tract 54.01, Mecklenburg County, North Carolina",2555,1160,1350,0.14074074,0.49872774,406,1592,0,106,0,394,57,490,1160,0,543,423,1383,206,563,294,23,254,26,0,0,1.61188092,1585.10468627,2935,37,38.6,44936481.3690707,33132.1758292068
3210,37,119,001507,2,371190015072,Block Group 2,"Block Group 2, Census Tract 15.07, Mecklenburg County, North Carolina",1519,481,535,0.10093458,0.29601518,188,1238,57,0,0,14,22,174,481,6,282,601,456,180,131,164,98,36,4,29,19,0.30777593,4935.40869164,1337,416,29.3,8580266.20779355,13554.8488277949
3211,37,119,002002,4,371190020024,Block Group 4,"Block Group 4, Census Tract 20.02, Mecklenburg County, North Carolina",1277,678,678,0,0.056,690,127,0,460,0,0,0,29,678,128,229,353,512,183,359,203,59,57,0,0,0,0.21784056,5862.08555468,1002,347,38.5,6073022.02058809,10829.3617031282
3212,37,119,005614,2,371190056142,Block Group 2,"Block Group 2, Census Tract 56.14, Mecklenburg County, North Carolina",3481,1055,1111,0.05040504,0.87173913,1190,2017,0,72,16,66,120,191,1055,0,900,897,1474,210,311,239,114,235,11,116,29,1.01920945,3415.39219441,3225,-408,32.5,28413815.0574791,27011.7317722389
3213,37,119,005305,3,371190053053,Block Group 3,"Block Group 3, Census Tract 53.05, Mecklenburg County, North Carolina",2341,855,885,0.03389831,0.49660633,357,1814,0,0,0,83,87,375,855,0,653,440,877,371,288,255,51,164,97,0,0,0.35184917,6653.41913411,2283,253,40,9808952.62104707,14837.2095885182
3214,37,119,001910,1,371190019101,Block Group 1,"Block Group 1, Census Tract 19.10, Mecklenburg County, North Carolina",2129,856,956,0.10460251,0.02214452,609,731,36,0,0,527,226,1184,856,0,517,830,754,28,347,242,100,96,32,39,0,0.36630112,5812.1580409,2412,-113,28.6,10211848.3177541,20616.4059232533
3215,37,119,005832,1,371190058321,Block Group 1,"Block Group 1, Census Tract 58.32, Mecklenburg County, North Carolina",3279,1076,1141,0.05696757,0.71868787,2723,176,0,268,0,40,72,167,1076,0,1093,428,1506,252,125,299,270,246,109,27,0,1.15369975,2842.16062281,2810,146,37.9,32163174.4956373,27866.2925144025
3216,37,119,001915,2,371190019152,Block Group 2,"Block Group 2, Census Tract 19.15, Mecklenburg County, North Carolina",2921,1431,1530,0.06470588,0.28193833,575,2004,197,26,0,0,119,464,1431,0,767,784,1075,295,672,320,390,29,20,0,0,0.45468875,6424.1747789,2084,810,33.6,12675944.097384,15685.1671036992
3217,37,119,005910,1,371190059101,Block Group 1,"Block Group 1, Census Tract 59.10, Mecklenburg County, North Carolina",6185,2100,2265,0.07284768,0.42006564,2538,2242,0,262,46,254,843,966,2100,0,1952,1903,2050,280,527,555,417,349,195,45,12,1.62632738,3803.04732987,4224,1411,28.7,45339223.8411105,29912.7054215051
3218,37,119,005842,1,371190058421,Block Group 1,"Block Group 1, Census Tract 58.42, Mecklenburg County, North Carolina",1668,809,809,0,0.55460385,1270,112,0,286,0,0,0,293,809,0,331,445,454,438,335,313,20,141,0,0,0,0.30952537,5388.8959086,1594,306,38.3,8629037.61291504,12766.925980017
3219,37,119,005833,3,371190058333,Block Group 3,"Block Group 3, Census Tract 58.33, Mecklenburg County, North Carolina",1333,694,694,0,0.39832869,1261,69,0,3,0,0,0,72,694,284,0,132,166,1035,357,325,12,0,0,0,0,0.427411,3118.77794441,1118,162,78.7,11915487.1234434,16179.8882432752
3220,37,119,005829,1,371190058291,Block Group 1,"Block Group 1, Census Tract 58.29, Mecklenburg County, North Carolina",824,411,627,0.34449761,0.12647555,286,477,0,26,0,0,35,32,411,22,158,291,181,194,226,64,84,37,0,0,0,0.73325458,1123.75704493,1116,-90,33.9,20441882.6068525,24247.7989055403
3221,37,119,000100,4,371190001004,Block Group 4,"Block Group 4, Census Tract 1, Mecklenburg County, North Carolina",83,83,256,0.67578125,0,83,0,0,0,0,0,0,0,83,0,0,46,37,0,83,0,0,0,0,0,0,0.16139935,514.25238082,82,91,33.9,4499537.53488984,10270.2170912538
3222,37,119,003204,1,371190032041,Block Group 1,"Block Group 1, Census Tract 32.04, Mecklenburg County, North Carolina",977,553,562,0.01601423,0.65,906,0,0,20,0,33,18,56,553,0,120,407,370,80,289,150,83,31,0,0,0,0.23332455,4187.3004791,877,-19,34.4,6504689.12315293,12432.5194087404
3223,37,119,002905,1,371190029051,Block Group 1,"Block Group 1, Census Tract 29.05, Mecklenburg County, North Carolina",2166,671,711,0.05625879,0.95924309,2023,5,7,45,0,11,75,8,671,12,696,199,1046,225,75,156,166,174,90,0,10,0.80039502,2706.16376399,1885,47,40.7,22313643.2078365,21999.7649730929
3224,37,119,006006,2,371190060062,Block Group 2,"Block Group 2, Census Tract 60.06, Mecklenburg County, North Carolina",2405,799,799,0,0.74820144,1136,1084,0,14,0,64,107,355,799,0,503,645,979,278,99,324,252,32,92,0,0,1.4782811,1626.88950024,1787,504,39.9,41211947.046226,39317.0411495581
3225,37,119,005907,1,371190059071,Block Group 1,"Block Group 1, Census Tract 59.07, Mecklenburg County, North Carolina",5158,1636,1706,0.04103165,0.81612091,2567,1867,8,517,0,64,135,621,1636,0,1513,1343,2046,256,259,505,333,346,123,47,23,1.54537276,3337.70604317,2617,1264,32.7,43082347.5224715,32032.4252876749
3226,37,119,001918,1,371190019181,Block Group 1,"Block Group 1, Census Tract 19.18, Mecklenburg County, North Carolina",513,223,223,0,0.66141732,294,181,0,0,0,38,0,78,223,0,62,150,249,52,94,65,47,17,0,0,0,0.23294079,2202.27638105,554,1,38.6,6493990.65932676,11691.55821556
3227,37,119,003201,1,371190032011,Block Group 1,"Block Group 1, Census Tract 32.01, Mecklenburg County, North Carolina",1030,364,420,0.13333333,0.50913838,891,21,0,0,0,118,0,344,364,0,199,473,269,89,72,179,34,37,42,0,0,0.2815706,3658.05236768,1129,56,28.6,7849706.29513496,12377.7302621359
3228,37,119,001200,1,371190012001,Block Group 1,"Block Group 1, Census Tract 12, Mecklenburg County, North Carolina",2198,813,889,0.08548931,0.47212742,631,731,0,89,0,699,48,732,813,0,611,876,637,74,256,295,132,15,115,0,0,0.49859636,4408.3755445,2422,-463,25.9,13900013.2080514,23107.9226654669
3229,37,119,002903,1,371190029031,Block Group 1,"Block Group 1, Census Tract 29.03, Mecklenburg County, North Carolina",1206,478,533,0.10318949,0.9721519,1159,0,0,47,0,0,0,0,478,0,238,72,650,246,62,242,63,104,0,7,0,0.51896834,2323.84118075,1002,48,50,14467949.1085359,16041.1287360387
3230,37,119,001919,3,371190019193,Block Group 3,"Block Group 3, Census Tract 19.19, Mecklenburg County, North Carolina",1659,538,593,0.09274874,0.51276596,309,537,5,0,0,656,152,708,538,8,595,512,474,78,169,81,122,102,34,13,17,0.23175546,7158.40740063,1243,240,29.2,6460945.65463223,16210.6086308624
3231,37,119,005917,2,371190059172,Block Group 2,"Block Group 2, Census Tract 59.17, Mecklenburg County, North Carolina",2708,996,1062,0.06214689,0.54600607,1153,931,0,227,107,214,76,376,996,0,631,1194,753,130,258,386,133,139,65,15,0,0.99173568,2730.56627347,1679,1296,29,27647893.3179518,23293.0600801797
3232,37,119,006405,2,371190064052,Block Group 2,"Block Group 2, Census Tract 64.05, Mecklenburg County, North Carolina",2176,1101,1232,0.10633117,0.76893939,1976,144,0,18,0,38,0,69,1101,8,407,190,976,603,472,447,80,35,51,16,0,3.37775567,644.21474274,612,1100,52.2,94166046.9268699,46805.8840929424
3233,37,119,002003,5,371190020035,Block Group 5,"Block Group 5, Census Tract 20.03, Mecklenburg County, North Carolina",1301,716,758,0.05540897,0.20694444,477,497,48,182,0,78,19,230,716,0,86,338,522,355,334,357,0,0,25,0,0,0.4392048,2962.17163383,1100,261,47.5,12244278.1121352,17523.7511435656
3234,37,119,006406,3,371190064063,Block Group 3,"Block Group 3, Census Tract 64.06, Mecklenburg County, North Carolina",3564,1364,1364,0,0.75268817,3233,243,0,38,0,10,40,720,1364,0,1245,535,1562,222,376,420,270,175,63,60,0,0.89888188,3964.92584765,3175,517,35,25059288.2251348,22266.0113994055
3235,37,119,005845,1,371190058451,Block Group 1,"Block Group 1, Census Tract 58.45, Mecklenburg County, North Carolina",1213,501,501,0,0.94802495,884,0,0,294,0,0,35,32,501,0,346,241,499,127,170,140,61,80,50,0,0,0.38439866,3155.57811778,942,226,36.2,10716376.653693,19145.7055059132
3236,37,119,006204,2,371190062042,Block Group 2,"Block Group 2, Census Tract 62.04, Mecklenburg County, North Carolina",1429,586,659,0.1107739,0.80095541,1393,0,0,36,0,0,0,89,586,0,253,171,726,279,146,218,110,95,17,0,0,4.67522438,305.65377912,1479,-83,47.1,130337253.919608,53560.8631520088
3237,37,119,005906,4,371190059064,Block Group 4,"Block Group 4, Census Tract 59.06, Mecklenburg County, North Carolina",376,136,163,0.16564417,0.45061728,344,0,0,0,0,0,32,84,136,0,88,44,212,32,8,54,67,0,0,7,0,3.90867043,96.19639382,628,-262,48.7,108967041.944483,57753.6927546098
3238,37,119,005617,2,371190056172,Block Group 2,"Block Group 2, Census Tract 56.17, Mecklenburg County, North Carolina",31,17,17,0,1,31,0,0,0,0,0,0,0,17,0,0,5,20,6,6,9,2,0,0,0,0,0.85591114,36.21871308,105,-44,48.1,23861337.732101,23443.0710661407
3239,37,119,005811,1,371190058111,Block Group 1,"Block Group 1, Census Tract 58.11, Mecklenburg County, North Carolina",2798,1166,1295,0.0996139,0.75174216,2255,373,0,90,0,39,41,278,1166,0,471,813,1021,493,411,375,128,242,10,0,0,0.92867929,3012.88079763,2268,364,36.7,25889989.2579557,22394.4212350788
3240,37,119,005518,1,371190055181,Block Group 1,"Block Group 1, Census Tract 55.18, Mecklenburg County, North Carolina",3469,1334,1442,0.07489598,0.50833333,1340,1228,0,812,0,0,89,232,1334,0,965,683,1480,341,382,379,284,170,58,61,0,1.14908113,3018.93391984,2920,1039,36,32034415.3280547,26842.5335106872
3241,37,119,002003,4,371190020034,Block Group 4,"Block Group 4, Census Tract 20.03, Mecklenburg County, North Carolina",821,309,309,0,0.96345515,811,0,0,10,0,0,0,0,309,0,222,77,326,196,52,118,68,71,0,0,0,0.69150568,1187.26428972,781,-34,42.9,19277994.8372121,23691.1100722334
3242,37,119,004700,1,371190047001,Block Group 1,"Block Group 1, Census Tract 47, Mecklenburg County, North Carolina",1789,413,570,0.2754386,0.27142857,433,1180,0,50,9,51,66,103,413,785,268,1062,351,108,167,148,34,58,0,6,0,0.43469279,4115.55020271,2073,-234,20.7,12118491.0335385,16434.6316004063
3243,37,119,003006,1,371190030061,Block Group 1,"Block Group 1, Census Tract 30.06, Mecklenburg County, North Carolina",1928,706,715,0.01258741,0.91875923,1667,228,0,33,0,0,0,0,706,0,423,253,902,350,163,256,71,189,15,12,0,0.60125231,3206.64048675,1599,305,48.8,16761885.4152121,19133.0851248433
3244,37,119,001918,2,371190019182,Block Group 2,"Block Group 2, Census Tract 19.18, Mecklenburg County, North Carolina",2518,961,1076,0.10687732,0.26752967,759,1300,63,0,0,383,13,683,961,0,567,897,823,231,348,319,106,111,50,27,0,0.32344222,7785.00716449,1725,568,32.4,9017015.54799863,11898.1989830148
3245,37,119,005831,3,371190058313,Block Group 3,"Block Group 3, Census Tract 58.31, Mecklenburg County, North Carolina",328,176,176,0,0.7173913,258,47,11,0,0,12,0,30,176,0,26,40,181,81,99,52,12,13,0,0,0,0.13564337,2418.10565456,317,-10,57.3,3781505.02087402,8164.06068510439
3246,37,119,003105,2,371190031052,Block Group 2,"Block Group 2, Census Tract 31.05, Mecklenburg County, North Carolina",2345,1014,1064,0.04699248,0.79426817,2255,67,0,23,0,0,0,258,1014,0,412,508,910,515,321,427,75,134,57,0,0,0.7319125,3203.93489659,2057,205,42.4,20404467.857066,20242.730831578
3247,37,119,006403,2,371190064032,Block Group 2,"Block Group 2, Census Tract 64.03, Mecklenburg County, North Carolina",1725,59,59,0,0.62886598,1252,226,0,108,4,25,110,113,59,1480,54,1561,60,50,0,29,21,9,0,0,0,1.42375773,1211.58253518,1665,21,19.8,39691928.6447143,32795.165519905
3248,37,119,000600,1,371190006001,Block Group 1,"Block Group 1, Census Tract 6, Mecklenburg County, North Carolina",758,425,466,0.08798283,0.38559322,492,199,0,0,0,10,57,52,425,0,101,378,261,18,195,159,59,12,0,0,0,0.14136215,5362.1142576,840,43,32.6,3940934.78113672,9395.53447918351
3249,37,119,002701,2,371190027012,Block Group 2,"Block Group 2, Census Tract 27.01, Mecklenburg County, North Carolina",1258,523,523,0,0.78478664,1167,71,0,17,0,0,3,40,523,163,177,222,460,399,229,181,37,45,0,31,0,0.30976728,4061.11323313,1064,177,53.5,8635781.57339746,15710.2145213862
3250,37,119,002400,2,371190024002,Block Group 2,"Block Group 2, Census Tract 24, Mecklenburg County, North Carolina",1138,502,559,0.1019678,0.31368821,963,70,0,9,0,21,75,28,502,108,118,446,534,40,161,261,62,9,0,9,0,0.15995574,7114.46803972,945,62,35.1,4459292.18315098,8904.39727314951
3251,37,119,006211,2,371190062112,Block Group 2,"Block Group 2, Census Tract 62.11, Mecklenburg County, North Carolina",2553,832,832,0,1,2242,182,15,77,0,20,17,123,832,0,827,270,1334,122,93,234,145,312,48,0,0,0.88405929,2887.81536361,3025,-342,38.1,24646060.0461979,28557.4032606967
3252,37,119,006007,2,371190060072,Block Group 2,"Block Group 2, Census Tract 60.07, Mecklenburg County, North Carolina",1695,559,615,0.09105691,0.89956958,1119,517,0,6,0,0,53,127,559,0,451,486,690,68,87,153,213,76,13,17,0,1.10009833,1540.77135996,1848,-291,32.1,30668858.4976762,24690.2402845168
3253,37,119,003007,2,371190030072,Block Group 2,"Block Group 2, Census Tract 30.07, Mecklenburg County, North Carolina",2046,674,720,0.06388889,0.98416565,1767,165,0,84,0,30,0,116,674,0,603,69,1044,330,121,182,169,106,82,14,0,0.89601004,2283.45655591,1859,438,45.9,24979226.4365316,25095.7690734872
3254,37,119,005520,1,371190055201,Block Group 1,"Block Group 1, Census Tract 55.20, Mecklenburg County, North Carolina",4412,1308,1308,0,0.78172999,1116,2087,4,1041,0,45,119,410,1308,0,1330,677,2002,403,148,321,351,337,45,74,32,1.27382516,3463.58365225,3753,423,39.1,35512065.3139978,27111.9602349351
3255,37,119,005714,2,371190057142,Block Group 2,"Block Group 2, Census Tract 57.14, Mecklenburg County, North Carolina",1766,619,619,0,0.83128295,1508,130,0,22,0,0,106,16,619,0,404,378,787,197,90,232,95,185,17,0,0,3.53881854,499.03660785,1746,-114,41.5,98656204.126374,53046.9423214478
3256,37,119,005513,2,371190055132,Block Group 2,"Block Group 2, Census Tract 55.13, Mecklenburg County, North Carolina",1161,534,534,0,0.86912752,543,354,0,218,0,46,0,76,534,0,98,108,632,323,173,238,79,35,9,0,0,0.43558575,2665.37644999,1514,-147,55.8,12143385.0865268,18546.5195226497
3257,37,119,005524,6,371190055246,Block Group 6,"Block Group 6, Census Tract 55.24, Mecklenburg County, North Carolina",1707,683,683,0,0.7542735,631,639,0,180,0,257,0,347,683,133,296,420,708,283,227,326,16,56,26,32,0,1.14767656,1487.35284791,1043,445,38.2,31995258.3541766,26487.9820782594
